text,user,location,date
US stocks continue recent rally on Tuesday as S&amp;P 500 gains for the ninth time in past eleven sessions. Read more i… https://t.co/0qJ8Pw8MOa,FredPazminoMS,New York City,2022-03-29 22:01:59+00:00
US stocks continue recent rally on Tuesday as S&amp;P 500 gains for the ninth time in past eleven sessions. Read more i… https://t.co/Ozkjl6tGL5,SolsticeGroupMS,,2022-03-29 22:01:58+00:00
US stocks continue recent rally on Tuesday as S&amp;P 500 gains for the ninth time in past eleven sessions. Read more i… https://t.co/YHrr5SiN16,joelcarlsenMS,"Naperville, Illinois",2022-03-29 22:01:57+00:00
US stocks continue recent rally on Tuesday as S&amp;P 500 gains for the ninth time in past eleven sessions. Read more i… https://t.co/EyNbxw0xI5,MarcoSalernoMS,,2022-03-29 22:01:47+00:00
US stocks continue recent rally on Tuesday as S&amp;P 500 gains for the ninth time in past eleven sessions. Read more i… https://t.co/HoJSHGuUQQ,LubingroupMS,Rolling Hills Estates,2022-03-29 22:01:27+00:00
US stocks continue recent rally on Tuesday as S&amp;P 500 gains for the ninth time in past eleven sessions. Read more i… https://t.co/7PV4NJOEgN,JackHurtadoMS,"Plantation, FL 33324",2022-03-29 21:59:55+00:00
US stocks continue recent rally on Tuesday as S&amp;P 500 gains for the ninth time in past eleven sessions. Read more i… https://t.co/a6hnvxarYp,LewAssaleyMS,"Cincinnati, Ohio",2022-03-29 21:59:55+00:00
"https://t.co/xnVJVO9x9G: [CHART] US stocks ended at session highs overnight, helped by moderating energy prices and… https://t.co/fB2MzGVPWP",InvestorUnity,Sydney Australia,2022-03-29 21:59:48+00:00
US stocks continue recent rally on Tuesday as S&amp;P 500 gains for the ninth time in past eleven sessions. Read more i… https://t.co/U6e7iV7JD1,DonZabudskyMS,Portland OR,2022-03-29 21:59:47+00:00
"The # of stocks up/down across the big 6 indexes?
S&amp;P 500- Up: 435 Down: 67
NASDAQ- Up: 2,582 Down: 757
NASDAQ 100-… https://t.co/y0amcJaMrL",JJSpeculation,"Napa, CA",2022-03-29 21:59:39+00:00
US stocks continue recent rally on Tuesday as S&amp;P 500 gains for the ninth time in past eleven sessions. Read more i… https://t.co/N6uGCU1CSG,SGamberMS,"Berwyn, Pennsylvania",2022-03-29 21:59:30+00:00
US stocks continue recent rally on Tuesday as S&amp;P 500 gains for the ninth time in past eleven sessions. Read more i… https://t.co/ie5zKG2iEc,GaryPeppelMS,"Brookfield, Wisconsin",2022-03-29 21:59:18+00:00
US stocks continue recent rally on Tuesday as S&amp;P 500 gains for the ninth time in past eleven sessions. Read more i… https://t.co/Zi096oyUHU,scott_maskel_ms,"Indianapolis, IN",2022-03-29 21:59:17+00:00
US stocks continue recent rally on Tuesday as S&amp;P 500 gains for the ninth time in past eleven sessions. Read more i… https://t.co/pH7LJDnAAR,theFlagGroupMS,Florham Park NJ,2022-03-29 21:59:07+00:00
US stocks continue recent rally on Tuesday as S&amp;P 500 gains for the ninth time in past eleven sessions. Read more i… https://t.co/F5QW9IDlO3,RobertRoastMS,"Morristown, NJ",2022-03-29 21:59:06+00:00
US stocks continue recent rally on Tuesday as S&amp;P 500 gains for the ninth time in past eleven sessions. Read more i… https://t.co/Wx5kVP5wbn,PhilHannaMS,Louisville,2022-03-29 21:58:53+00:00
"[CHART] US stocks ended at session highs overnight, helped by moderating energy prices and interest rates; the Dow… https://t.co/Tq85fVoBBv",CommSec,Australia,2022-03-29 21:58:31+00:00
US stocks continue recent rally on Tuesday as S&amp;P 500 gains for the ninth time in past eleven sessions. Read more i… https://t.co/01VM6EVQcq,MaranoGroupMS,"Allentown, Pennsylvania",2022-03-29 21:58:23+00:00
US stocks continue recent rally on Tuesday as S&amp;P 500 gains for the ninth time in past eleven sessions. Read more i… https://t.co/WN2RuMzN5x,MikeTankMS,Jackson TN,2022-03-29 21:58:20+00:00
US stocks continue recent rally on Tuesday as S&amp;P 500 gains for the ninth time in past eleven sessions. Read more i… https://t.co/4XMlDXDCab,santabarbaraMS,"Santa Barbara, CA",2022-03-29 21:58:15+00:00
US stocks continue recent rally on Tuesday as S&amp;P 500 gains for the ninth time in past eleven sessions. Read more i… https://t.co/OCyDx1TL2a,SeymourGroupMS,Canton Ohio,2022-03-29 21:57:59+00:00
"RT @FoxNews: Dow jumps 339 points, S&amp;P 500 out of correction territory
https://t.co/yjSvZoLAHT",StanleySallee17,,2022-03-29 21:57:55+00:00
US stocks continue recent rally on Tuesday as S&amp;P 500 gains for the ninth time in past eleven sessions. Read more i… https://t.co/bhVzxCE4Xo,ALazzaraMS,"Purchase, NY",2022-03-29 21:57:54+00:00
US stocks continue recent rally on Tuesday as S&amp;P 500 gains for the ninth time in past eleven sessions. Read more i… https://t.co/gVLmDlmHQa,ahkadishMSPWM,"Los Angeles, CA",2022-03-29 21:57:52+00:00
US stocks continue recent rally on Tuesday as S&amp;P 500 gains for the ninth time in past eleven sessions. Read more i… https://t.co/LxijnkZcvU,MEHackMS,"San Jose, CA",2022-03-29 21:57:42+00:00
US stocks continue recent rally on Tuesday as S&amp;P 500 gains for the ninth time in past eleven sessions. Read more i… https://t.co/H1EYDicEwA,TedDavisGroupMS,"Chicago, Illinois",2022-03-29 21:57:18+00:00
US stocks continue recent rally on Tuesday as S&amp;P 500 gains for the ninth time in past eleven sessions. Read more i… https://t.co/MiegBaFrfB,PaulCusma_MS,"Tampa, Florida",2022-03-29 21:57:02+00:00
US stocks continue recent rally on Tuesday as S&amp;P 500 gains for the ninth time in past eleven sessions. Read more i… https://t.co/DVcCCQ5Gy1,LeisaNashMS,"Morgan Stanley Rapid City, SD",2022-03-29 21:56:41+00:00
US stocks continue recent rally on Tuesday as S&amp;P 500 gains for the ninth time in past eleven sessions. Read more i… https://t.co/ilVa3rJycx,SweeneyKateMS,"New Brunswick, New Jersey",2022-03-29 21:56:29+00:00
US stocks continue recent rally on Tuesday as S&amp;P 500 gains for the ninth time in past eleven sessions. Read more i… https://t.co/NOJvDc64Km,HamiltonGroupMS,"Kansas City, MO",2022-03-29 21:56:26+00:00
US stocks continue recent rally on Tuesday as S&amp;P 500 gains for the ninth time in past eleven sessions. Read more i… https://t.co/0tEArox33t,JMaiulloMS,"New York, NY",2022-03-29 21:56:18+00:00
US stocks continue recent rally on Tuesday as S&amp;P 500 gains for the ninth time in past eleven sessions. Read more i… https://t.co/JPiMirjYCs,TimothyPeach_MS,"Dallas, TX",2022-03-29 21:56:15+00:00
US stocks continue recent rally on Tuesday as S&amp;P 500 gains for the ninth time in past eleven sessions. Read more i… https://t.co/XEJxpq44iJ,DallasCG_MS,"Dallas, TX",2022-03-29 21:56:15+00:00
US stocks continue recent rally on Tuesday as S&amp;P 500 gains for the ninth time in past eleven sessions. Read more i… https://t.co/i2FwH69Eju,bogenschuetzMS,,2022-03-29 21:56:08+00:00
US stocks continue recent rally on Tuesday as S&amp;P 500 gains for the ninth time in past eleven sessions. Read more i… https://t.co/cDD5oMsg7m,ToddHasieMS,"Austin, Texas",2022-03-29 21:56:02+00:00
US stocks continue recent rally on Tuesday as S&amp;P 500 gains for the ninth time in past eleven sessions. Read more i… https://t.co/yTkHsomYCo,NancyKMayMS,United States,2022-03-29 21:56:00+00:00
US stocks continue recent rally on Tuesday as S&amp;P 500 gains for the ninth time in past eleven sessions. Read more i… https://t.co/O9r04wzo5H,josephgemmellMS,"Morgan Stanley; Boston, MA",2022-03-29 21:55:54+00:00
US stocks continue recent rally on Tuesday as S&amp;P 500 gains for the ninth time in past eleven sessions. Read more i… https://t.co/Ba3E4hzPhZ,JJacobsMS,"Boca raton, Florida",2022-03-29 21:55:52+00:00
US stocks continue recent rally on Tuesday as S&amp;P 500 gains for the ninth time in past eleven sessions. Read more i… https://t.co/MG20R41lWd,JamesHoff_MS,"Mount Laurel, NJ",2022-03-29 21:55:47+00:00
US stocks continue recent rally on Tuesday as S&amp;P 500 gains for the ninth time in past eleven sessions. Read more i… https://t.co/OIpNJtb60x,JasonIdziakMS,"Traverse City, Michigan",2022-03-29 21:55:47+00:00
US stocks continue recent rally on Tuesday as S&amp;P 500 gains for the ninth time in past eleven sessions. Read more i… https://t.co/KNOlfJCJB1,danewblockMS,"Huntsville, Alabama",2022-03-29 21:55:37+00:00
US stocks continue recent rally on Tuesday as S&amp;P 500 gains for the ninth time in past eleven sessions. Read more i… https://t.co/XlRFEDCxpb,SlobassoMS,Purchase New York,2022-03-29 21:55:18+00:00
US stocks continue recent rally on Tuesday as S&amp;P 500 gains for the ninth time in past eleven sessions. Read more i… https://t.co/A6zb7URmni,MatthewTeemsMS,"Washington, DC",2022-03-29 21:55:17+00:00
US stocks continue recent rally on Tuesday as S&amp;P 500 gains for the ninth time in past eleven sessions. Read more i… https://t.co/XmaMgXr9eZ,MitchedwardsMS,"Cincinnati, OH",2022-03-29 21:55:14+00:00
US stocks continue recent rally on Tuesday as S&amp;P 500 gains for the ninth time in past eleven sessions. Read more i… https://t.co/fsHAFr5kfX,ToddHauerMS,"Greenwood Village, CO",2022-03-29 21:54:57+00:00
US stocks continue recent rally on Tuesday as S&amp;P 500 gains for the ninth time in past eleven sessions. Read more i… https://t.co/sqGd5F7VvQ,MiguelV_MS,"Las Vegas, Nevada",2022-03-29 21:54:45+00:00
US stocks continue recent rally on Tuesday as S&amp;P 500 gains for the ninth time in past eleven sessions. Read more i… https://t.co/ZwZDa94Osb,suewhittMS,"Stuart, Florida",2022-03-29 21:54:44+00:00
US stocks continue recent rally on Tuesday as S&amp;P 500 gains for the ninth time in past eleven sessions. Read more i… https://t.co/7zQsy4FJSu,NickEstepMS,Williamsburg VA,2022-03-29 21:54:38+00:00
US stocks continue recent rally on Tuesday as S&amp;P 500 gains for the ninth time in past eleven sessions. Read more i… https://t.co/WuZ4eAOCww,EricLoopMS,"State College, PA",2022-03-29 21:54:29+00:00
US stocks continue recent rally on Tuesday as S&amp;P 500 gains for the ninth time in past eleven sessions. Read more i… https://t.co/EIOQ5yJyy1,ptrainorMS,"Washington, DC",2022-03-29 21:54:16+00:00
US stocks continue recent rally on Tuesday as S&amp;P 500 gains for the ninth time in past eleven sessions. Read more i… https://t.co/s6rQlzClUn,jmeicherMS,"Madison, WI",2022-03-29 21:53:55+00:00
US stocks continue recent rally on Tuesday as S&amp;P 500 gains for the ninth time in past eleven sessions. Read more i… https://t.co/6k1kyj9SBk,BobBussellsMS,"Lutherville, MD",2022-03-29 21:53:46+00:00
US stocks continue recent rally on Tuesday as S&amp;P 500 gains for the ninth time in past eleven sessions. Read more i… https://t.co/pURWTtsIzF,myoungMS,"Orland Park, IL",2022-03-29 21:53:42+00:00
US stocks continue recent rally on Tuesday as S&amp;P 500 gains for the ninth time in past eleven sessions. Read more i… https://t.co/lFT5yyfo6j,BarbaraYeeMS,New York,2022-03-29 21:53:42+00:00
US stocks continue recent rally on Tuesday as S&amp;P 500 gains for the ninth time in past eleven sessions. Read more i… https://t.co/FcM28zEaCX,PattibrewerMS,"Chicago, IL",2022-03-29 21:53:32+00:00
US stocks continue recent rally on Tuesday as S&amp;P 500 gains for the ninth time in past eleven sessions. Read more i… https://t.co/SzWYx3g0BC,PrescottGroupMS,"Prescott, Arizona",2022-03-29 21:53:29+00:00
US stocks continue recent rally on Tuesday as S&amp;P 500 gains for the ninth time in past eleven sessions. Read more i… https://t.co/FGZ5WidWrO,SCaltabianoMS,Greater Philadelphia Area,2022-03-29 21:53:22+00:00
US stocks continue recent rally on Tuesday as S&amp;P 500 gains for the ninth time in past eleven sessions. Read more i… https://t.co/GbWeUD0Rst,BrettCiarelliMS,"Philadelphia, PA",2022-03-29 21:52:46+00:00
US stocks continue recent rally on Tuesday as S&amp;P 500 gains for the ninth time in past eleven sessions. Read more i… https://t.co/vU2ZnHzjz6,Patrick_DownsMS,San Francisco,2022-03-29 21:52:42+00:00
US stocks continue recent rally on Tuesday as S&amp;P 500 gains for the ninth time in past eleven sessions. Read more i… https://t.co/9rw5EQ3bbs,SCooperMS,McLean VA,2022-03-29 21:52:28+00:00
US stocks continue recent rally on Tuesday as S&amp;P 500 gains for the ninth time in past eleven sessions. Read more i… https://t.co/9FPutG4Rg4,EricBurrusMS,"Wichita, KS",2022-03-29 21:52:22+00:00
US stocks continue recent rally on Tuesday as S&amp;P 500 gains for the ninth time in past eleven sessions. Read more i… https://t.co/jG730540li,HSCoopermanMS,"Ridgefield, CT",2022-03-29 21:52:18+00:00
US stocks continue recent rally on Tuesday as S&amp;P 500 gains for the ninth time in past eleven sessions. Read more i… https://t.co/yzu4ToJGjP,DickWartmanMS,Waukesha,2022-03-29 21:51:18+00:00
US stocks continue recent rally on Tuesday as S&amp;P 500 gains for the ninth time in past eleven sessions. Read more i… https://t.co/uaMd8o2Eej,NickNerlandMSWM,Saint Paul MN,2022-03-29 21:50:59+00:00
US stocks continue recent rally on Tuesday as S&amp;P 500 gains for the ninth time in past eleven sessions. Read more i… https://t.co/cUDfSeXROp,JarmanDavisMS,"Perrysburg, OH",2022-03-29 21:50:55+00:00
US stocks continue recent rally on Tuesday as S&amp;P 500 gains for the ninth time in past eleven sessions. Read more i… https://t.co/kiD7eWs6FK,ErnieGMS,"Sarasota, FL",2022-03-29 21:50:46+00:00
US stocks continue recent rally on Tuesday as S&amp;P 500 gains for the ninth time in past eleven sessions. Read more i… https://t.co/ku04dTWJpb,RandyNorrisMS,"Boise, Idaho",2022-03-29 21:50:44+00:00
US stocks continue recent rally on Tuesday as S&amp;P 500 gains for the ninth time in past eleven sessions. Read more i… https://t.co/ahtebIBoHM,CliffWalkerMS,"Nashville, TN",2022-03-29 21:50:38+00:00
US stocks continue recent rally on Tuesday as S&amp;P 500 gains for the ninth time in past eleven sessions. Read more i… https://t.co/0FmxQC8DxD,Atortorielloms,Florida,2022-03-29 21:50:24+00:00
US stocks continue recent rally on Tuesday as S&amp;P 500 gains for the ninth time in past eleven sessions. Read more i… https://t.co/hPjgWi81ks,DMclaughlinMS,Houston,2022-03-29 21:50:20+00:00
US stocks continue recent rally on Tuesday as S&amp;P 500 gains for the ninth time in past eleven sessions. Read more i… https://t.co/3uH03RXf6s,ThienLeMS,"Greenwich, CT",2022-03-29 21:50:11+00:00
US stocks continue recent rally on Tuesday as S&amp;P 500 gains for the ninth time in past eleven sessions. Read more i… https://t.co/4U1i8NQacD,JohnDonnellMS,"Great Neck, NY",2022-03-29 21:49:55+00:00
US stocks continue recent rally on Tuesday as S&amp;P 500 gains for the ninth time in past eleven sessions. Read more i… https://t.co/PadWus2fBc,SarahRiccaMS,Metro NY,2022-03-29 21:49:54+00:00
US stocks continue recent rally on Tuesday as S&amp;P 500 gains for the ninth time in past eleven sessions. Read more i… https://t.co/YoiNS4zgTi,WidesGroupMS,"St. Petersburg, FL",2022-03-29 21:49:52+00:00
US stocks continue recent rally on Tuesday as S&amp;P 500 gains for the ninth time in past eleven sessions. Read more i… https://t.co/1wy1Ha80q9,BruceStuartMS,"San Francisco, California",2022-03-29 21:49:41+00:00
US stocks continue recent rally on Tuesday as S&amp;P 500 gains for the ninth time in past eleven sessions. Read more i… https://t.co/dquFDayxGo,markaltonms,"Syracuse, New York",2022-03-29 21:49:35+00:00
US stocks continue recent rally on Tuesday as S&amp;P 500 gains for the ninth time in past eleven sessions. Read more i… https://t.co/Y2Qk0D4kGm,ScottFergMS,"Leawood, KS",2022-03-29 21:49:27+00:00
US stocks continue recent rally on Tuesday as S&amp;P 500 gains for the ninth time in past eleven sessions. Read more i… https://t.co/xS9HpPjaON,MariaKeelerms,"Garden City, NY",2022-03-29 21:49:21+00:00
US stocks continue recent rally on Tuesday as S&amp;P 500 gains for the ninth time in past eleven sessions. Read more i… https://t.co/AsdT8TEIbc,KimHawkinsonMS,Chicago Illinois,2022-03-29 21:49:15+00:00
US stocks continue recent rally on Tuesday as S&amp;P 500 gains for the ninth time in past eleven sessions. Read more i… https://t.co/BA98HdIkPV,cjb_MS,"Miami/Fort Lauderdale, FL",2022-03-29 21:49:15+00:00
US stocks continue recent rally on Tuesday as S&amp;P 500 gains for the ninth time in past eleven sessions. Read more i… https://t.co/Ofa0ocvSUK,pguerreroMS,"Mclean, VA",2022-03-29 21:48:49+00:00
US stocks continue recent rally on Tuesday as S&amp;P 500 gains for the ninth time in past eleven sessions. Read more i… https://t.co/ybKj8yaRFd,trentmuller_ms,"Milwaukee, WI",2022-03-29 21:48:48+00:00
US stocks continue recent rally on Tuesday as S&amp;P 500 gains for the ninth time in past eleven sessions. Read more i… https://t.co/juZk2blcFn,gcstanleyatMS,"Evansville, IN",2022-03-29 21:48:41+00:00
US stocks continue recent rally on Tuesday as S&amp;P 500 gains for the ninth time in past eleven sessions. Read more i… https://t.co/anIcvAc2O4,ThePJCGroupMS,"Oklahoma City, OK",2022-03-29 21:48:39+00:00
US stocks continue recent rally on Tuesday as S&amp;P 500 gains for the ninth time in past eleven sessions. Read more i… https://t.co/2Degw4EsP1,BNickersonMS,"Alpharetta, GA",2022-03-29 21:48:08+00:00
US stocks continue recent rally on Tuesday as S&amp;P 500 gains for the ninth time in past eleven sessions. Read more i… https://t.co/xN2C11TGiu,BJeterMS,"Reston, VA",2022-03-29 21:48:02+00:00
US stocks continue recent rally on Tuesday as S&amp;P 500 gains for the ninth time in past eleven sessions. Read more i… https://t.co/oFQDjrXHyr,SMcCarthyMS,,2022-03-29 21:47:49+00:00
